state,Country,origin_id
La Unión Nariño,Colombia,1034
North Carolina,United States of America (the),1035
OAXACA,Mexico,1036
Pennsylvania,United States of America (the),1037
Michigan,United States of America (the),1038
Minnesota,United States of America (the),1039
Minnesota,United States of America (the),1040
Montana,United States of America (the),1041
New York,United States of America (the),1042
New York,United States of America (the),1043
New Jersey,United States of America (the),1044
Michigan,United States of America (the),1045
Oregon,United States of America (the),1046
Massachusetts,United States of America (the),1047
New York,United States of America (the),1048
California,United States of America (the),1049
California,United States of America (the),1050
Pennsylvania,United States of America (the),1051
California,United States of America (the),1052
New Hampshire,United States of America (the),1053
Tennessee,United States of America (the),1054
Pennsylvania,United States of America (the),1055
Michigan,United States of America (the),1056
Georgia,United States of America (the),1057
Maine,United States of America (the),1058
New Hampshire,United States of America (the),1059
Copan,Honduras,1060
Georgia,United States of America (the),1061
Florida,United States of America (the),1062
Michigan,United States of America (the),1063
Wyoming,United States of America (the),1064
Michigan,United States of America (the),1065
Texas,United States of America (the),1066
Colorado,United States of America (the),1067
California,United States of America (the),1068
California,United States of America (the),1069
Virginia,United States of America (the),1070
Vermont,United States of America (the),1071
Massachusetts,United States of America (the),1072
New York,United States of America (the),1073
Oregon,United States of America (the),1074
Huila,Colombia,1075
Managua,Nicaragua,1076
Chiapas,Mexico,1077
Ciudad de México,Mexico,1078
Cartago,Costa Rica,1079
Nayarit,Mexico,1080
Nayarit,Mexico,1081
Maine,United States of America (the),1082
Santander,Colombia,1083
Copan,Honduras,1084
New York,United States of America (the),1085
HH,Germany,1086
New York,United States of America (the),1087
California,United States of America (the),1088
Idaho,United States of America (the),1089
SINALOA,Mexico,1090
New York,United States of America (the),1091
North Carolina,United States of America (the),1092
Indiana,United States of America (the),1093
California,United States of America (the),1094
Hawaii,United States of America (the),1095
Lima,Peru,1096
Kentucky,United States of America (the),1097
New York,United States of America (the),1098
Minas Gerais,Brazil,1099
Espirito Santo,Brazil,1100
California,United States of America (the),1101
Nevada,United States of America (the),1102
Michigan,United States of America (the),1103
Wisconsin,United States of America (the),1104
Kathmandu,Nepal,1105
Hawaii,United States of America (the),1106
Pennsylvania,United States of America (the),1107
San Pedro Sula,Honduras,1108
La Paz,Honduras,1109
La Paz,Honduras,1110
La Paz,Honduras,1111
Minas Gerais,Brazil,1112
Wisconsin,United States of America (the),1113
California,United States of America (the),1114
Indiana,United States of America (the),1115
Hawaii,United States of America (the),1116
Sao Paulo,Brazil,1117
California,United States of America (the),1118
Colorado,United States of America (the),1119
Montana,United States of America (the),1120
Noord Holland,Netherlands (the),1121
Zhejiang Province,China,1122
Sao Paulo,Brazil,1123
California,United States of America (the),1124
California,United States of America (the),1125
California,United States of America (the),1126
CHIAPAS,Mexico,1127
Matagalpa,Nicaragua,1128
NUEVA SEGOVIA,Nicaragua,1129
La Paz,Bolivia (Plurinational State of),1130
BOGOTA,Colombia,1131
Texas,United States of America (the),1132
CHIAPAS,Mexico,1133
Massachusetts,United States of America (the),1134
California,United States of America (the),1135
ANTIOQUIA,Colombia,1136
Minas Gerais,Brazil,1137
Lambayeque,Peru,1138
Chiapas,Mexico,1139
Jalisco,Mexico,1140
Huanuco,Peru,1141
Huanuco,Peru,1142
Guatemala,Guatemala,1143
California,United States of America (the),1144
Cajamarca,Peru,1145
California,United States of America (the),1146
Illinois,United States of America (the),1147
Texas,United States of America (the),1148
Oaxaca,Mexico,1149
Florida,United States of America (the),1150
California,United States of America (the),1151
California,United States of America (the),1152
Louisiana,United States of America (the),1153
New York,United States of America (the),1154
Florida,United States of America (the),1155
Copan,Honduras,1156
Copan,Honduras,1157
Guatemala,Guatemala,1158
Ocotepeque,Honduras,1159
Ocotepeque,Honduras,1160
Ocotepeque,Honduras,1161
La Paz,Honduras,1162
New York,United States of America (the),1163
New York,United States of America (the),1164
Jinotega,Nicaragua,1165
Massachusetts,United States of America (the),1166
Wyoming,United States of America (the),1167
MICHOCAN,Mexico,1168
Missouri,United States of America (the),1169
California,United States of America (the),1170
California,United States of America (the),1171
Oklahoma,United States of America (the),1172
North Carolina,United States of America (the),1173
Florida,United States of America (the),1174
Washington,United States of America (the),1175
Washington,United States of America (the),1176
Indiana,United States of America (the),1177
California,United States of America (the),1178
California,United States of America (the),1179
Massachusetts,United States of America (the),1180
California,United States of America (the),1181
Santa Rosa,Guatemala,1182
Georgia,United States of America (the),1183
Santa Catarina,Brazil,1184
District of Columbia,United States of America (the),1185
Minas Gerais,Brazil,1186
North Carolina,United States of America (the),1187
California,United States of America (the),1188
Florida,United States of America (the),1189
Michigan,United States of America (the),1190
California,United States of America (the),1191
PUEBLA,Mexico,1192
Minas Gerais,Brazil,1193
Sao Paulo,Brazil,1194
São Paulo,Brazil,1195
Minas Gerais,Brazil,1196
Minas Gerais,Brazil,1197
Parana,Brazil,1198
Parana,Brazil,1199
Michigan,United States of America (the),1200
Indiana,United States of America (the),1201
Wisconsin,United States of America (the),1202
Tennessee,United States of America (the),1203
Hawaii,United States of America (the),1204
Sao Paulo,Brazil,1205
New Jersey,United States of America (the),1206
Hawaii,United States of America (the),1207
Missouri,United States of America (the),1208
Hawaii,United States of America (the),1209
NAD,Indonesia,1210
Maine,United States of America (the),1211
Vermont,United States of America (the),1212
Washington,United States of America (the),1213
Tennessee,United States of America (the),1214
Cajamarca,Peru,1215
California,United States of America (the),1216
Matagalpa,Nicaragua,1217
California,United States of America (the),1218
New Jersey,United States of America (the),1219
California,United States of America (the),1220
Hawaii,United States of America (the),1221
Hawaii,United States of America (the),1222
Hawaii,United States of America (the),1223
Provinsi Aceh,Indonesia,1224
Aceh,Indonesia,1225
Aceh,Indonesia,1226
Aceh,Indonesia,1227
Aceh,Indonesia,1228
Aceh,Indonesia,1229
Aceh,Indonesia,1230
Aceh,Indonesia,1231
Aceh Tengah,Indonesia,1232
Provinsi Aceh,Indonesia,1233
Provinsi Aceh,Indonesia,1234
Aceh,Indonesia,1235
Aceh Tengah,Indonesia,1236
Sumatera Utara,Indonesia,1237
Aceh Tengah,Indonesia,1238
Provinsi Aceh,Indonesia,1239
Aceh,Indonesia,1240
Illinois,United States of America (the),1241
Wisconsin,United States of America (the),1242
South Carolina,United States of America (the),1243
"Province Aceh,",Indonesia,1244
Daerah Istimewa Yogyakarta,Indonesia,1245
Aceh,Indonesia,1246
"Aceh Tengah,",Indonesia,1247
Hawaii,United States of America (the),1248
CHIAPAS,Mexico,1249
Hawaii,United States of America (the),1250
New York,United States of America (the),1251
California,United States of America (the),1252
Texas,United States of America (the),1253
Texas,United States of America (the),1254
Junin,Peru,1255
Pennsylvania,United States of America (the),1256
Jinotega,Nicaragua,1257
Jinotega,Nicaragua,1258
Jinotega,Nicaragua,1259
Oaxaca,Mexico,1260
Vermont,United States of America (the),1261
OAXACA,Mexico,1262
Pennsylvania,United States of America (the),1263
New Jersey,United States of America (the),1264
Sao Paulo,Brazil,1265
Idaho,United States of America (the),1266
Taiwan,Taiwan (Province of China),1267
North Carolina,United States of America (the),1268
New Jersey,United States of America (the),1269
Bahia,Brazil,1270
Florida,United States of America (the),1271
Hawaii,United States of America (the),1272
Oklahoma,United States of America (the),1273
Hawaii,United States of America (the),1274
Virginia,United States of America (the),1275
California,United States of America (the),1276
Michigan,United States of America (the),1277
California,United States of America (the),1278
Idaho,United States of America (the),1279
Tolima,Colombia,1280
Dolores,Colombia,1281
Tolima,Colombia,1282
Colorado,United States of America (the),1283
New York,United States of America (the),1284
New Jersey,United States of America (the),1285
Minnesota,United States of America (the),1286
Illinois,United States of America (the),1287
California,United States of America (the),1288
Cortes,Honduras,1289
"Mexico, D.F.",Mexico,1290
Lima,Peru,1291
South Carolina,United States of America (the),1292
Colorado,United States of America (the),1293
Bahia,Brazil,1294
California,United States of America (the),1295
Nevada,United States of America (the),1296
New York,United States of America (the),1297
São Paulo,Brazil,1298
ANTIOQUIA,Colombia,1299
Sao Paulo,Brazil,1300
Colorado,United States of America (the),1301
Connecticut,United States of America (the),1302
Perene,Peru,1303
California,United States of America (the),1304
Michigan,United States of America (the),1305
Nevada,United States of America (the),1306
Hawaii,United States of America (the),1307
Hawaii,United States of America (the),1308
Hawaii,United States of America (the),1309
Texas,United States of America (the),1310
Quetzaltenango,Guatemala,1311
Delegacióm Cuauhtémoc,Mexico,1312
Sao Paulo,Brazil,1313
Chiriquí,Panama,1314
Chiriquí,Panama,1315
Virginia,United States of America (the),1316
California,United States of America (the),1317
Matagalpa,Nicaragua,1318
Texas,United States of America (the),1319
Colorado,United States of America (the),1320
Arizona,United States of America (the),1321
Maryland,United States of America (the),1322
California,United States of America (the),1323
California,United States of America (the),1324
Minnesota,United States of America (the),1325
São Paulo,Brazil,1326
New Jersey,United States of America (the),1327
New Jersey,United States of America (the),1328
Illinois,United States of America (the),1329
Mexico DF,Mexico,1330
California,United States of America (the),1331
Minas Gerais,Brazil,1332
New Jersey,United States of America (the),1333
Oaxaca,Mexico,1334
NW CAMEROUN,Cameroon,1335
Vermont,United States of America (the),1336
California,United States of America (the),1337
Pennsylvania,United States of America (the),1338
Cortes,Honduras,1339
Cortes,Honduras,1340
Maryland,United States of America (the),1341
Chiang Mai,Thailand,1342
Montana,United States of America (the),1343
California,United States of America (the),1344
14,Ethiopia,1345
Minnesota,United States of America (the),1346
California,United States of America (the),1347
California,United States of America (the),1348
Virginia,United States of America (the),1349
California,United States of America (the),1350
California,United States of America (the),1351
California,United States of America (the),1352
California,United States of America (the),1353
Lampang,Thailand,1354
California,United States of America (the),1355
Matagalpa,Nicaragua,1356
California,United States of America (the),1357
New Hampshire,United States of America (the),1358
LIMA,Peru,1359
Massachusetts,United States of America (the),1360
Illinois,United States of America (the),1361
São Paulo,Brazil,1362
Delaware,United States of America (the),1363
Ohio,United States of America (the),1364
Connecticut,United States of America (the),1365
California,United States of America (the),1366
California,United States of America (the),1367
Hawaii,United States of America (the),1368
Chanchamayo,Peru,1369
Lima,Peru,1370
Lima,Peru,1371
Bahia,Brazil,1372
Querétaro,Mexico,1373
Ohio,United States of America (the),1374
California,United States of America (the),1375
Rhode Island,United States of America (the),1376
New Jersey,United States of America (the),1377
Illinois,United States of America (the),1378
Illinois,United States of America (the),1379
Illinois,United States of America (the),1380
Yunnan Province,China,1381
California,United States of America (the),1382
Seberang Perai Tengah Penang,Malaysia,1383
California,United States of America (the),1384
California,United States of America (the),1385
LIMA,Peru,1386
--,Peru,1387
New Mexico,United States of America (the),1388
Minas Gerais,Brazil,1389
BOGOTA,Colombia,1390
Chiapas,Mexico,1391
Rhode Island,United States of America (the),1392
Cortes,Honduras,1393
Cortes,Honduras,1394
California,United States of America (the),1395
Connecticut,United States of America (the),1396
San Marcos,Guatemala,1397
Ohio,United States of America (the),1398
Pennsylvania,United States of America (the),1399
Hawaii,United States of America (the),1400
Hawaii,United States of America (the),1401
Pathumthani,Thailand,1402
California,United States of America (the),1403
Texas,United States of America (the),1404
Chiapa,Mexico,1405
Alajuela,Costa Rica,1406
Chihuahua,Mexico,1407
Connecticut,United States of America (the),1408
Cajamarca,Peru,1409
La Paz,Honduras,1410
La Paz,Honduras,1411
La Paz,Honduras,1412
La Paz,Honduras,1413
California,United States of America (the),1414
California,United States of America (the),1415
Virginia,United States of America (the),1416
Guatemala,Guatemala,1417
California,United States of America (the),1418
New Jersey,United States of America (the),1419
Bangkok,Thailand,1420
Santa Barbara,Honduras,1421
Chiang Mai,Thailand,1422
New York,United States of America (the),1423
Michigan,United States of America (the),1424
Texas,United States of America (the),1425
California,United States of America (the),1426
New York,United States of America (the),1427
Minas Gerais,Brazil,1428
Sao Paulo,Brazil,1429
Minas Gerais,Brazil,1430
Minnesota,United States of America (the),1431
California,United States of America (the),1432
California,United States of America (the),1433
Washington,United States of America (the),1434
Hawaii,United States of America (the),1435
California,United States of America (the),1436
Lima,Peru,1437
Lima,Peru,1438
Lima,Peru,1439
Mozonte,Nicaragua,1440
Hawaii,United States of America (the),1441
New Jersey,United States of America (the),1442
Florida,United States of America (the),1443
California,United States of America (the),1444
Utah,United States of America (the),1445
Utah,United States of America (the),1446
Pennsylvania,United States of America (the),1447
Massachusetts,United States of America (the),1448
San Marcos,Guatemala,1449
Ohio,United States of America (the),1450
Nuwakot,Nepal,1451
Rio Grande do Norte,Brazil,1452
Oregon,United States of America (the),1453
Louisiana,United States of America (the),1454
North Carolina,United States of America (the),1455
Utah,United States of America (the),1456
Arizona,United States of America (the),1457
Illinois,United States of America (the),1458
California,United States of America (the),1459
Wisconsin,United States of America (the),1460
Cundinamarca,Colombia,1461
Lima,Peru,1462
Lima,Peru,1463
Lima,Peru,1464
LIMA,Peru,1465
Esteli,Nicaragua,1466
Esteli,Nicaragua,1467
Esteli,Nicaragua,1468
Esteli,Nicaragua,1469
Chiapas,Mexico,1470
Chiapas,Mexico,1471
CHIAPAS,Mexico,1472
Honduras,Honduras,1473
CHIAPAS,Mexico,1474
Copan,Honduras,1475
Copan,Honduras,1476
CHIAPAS,Mexico,1477
CHIAPAS,Mexico,1478
Oaxaca,Mexico,1479
Chiapas,Mexico,1480
Ocotepeque,Honduras,1481
chiapas,Mexico,1482
La Paz,Honduras,1483
Cajamarca,Peru,1484
California,United States of America (the),1485
Lambayeque,Peru,1486
Lambayeque,Peru,1487
Lambayeque,Peru,1488
California,United States of America (the),1489
Aceh,Indonesia,1490
Nangroe Aceh Darussalam,Indonesia,1491
Nanggore Aceh Darussalam,Indonesia,1492
North Sumatera,Indonesia,1493
DKI Jakarta,Indonesia,1494
Jawa Barat,Indonesia,1495
Sumatera Utara,Indonesia,1496
Sumatera Utara,Indonesia,1497
Sumatera Utara,Indonesia,1498
Medan,Indonesia,1499
East Java,Indonesia,1500
Sumatera Utara,Indonesia,1501
Sumatra Utara,Indonesia,1502
Sulawesi Selatan,Indonesia,1503
North Sumatera,Indonesia,1504
Sumatera Utara,Indonesia,1505
Sumatera Utara,Indonesia,1506
Kansas,United States of America (the),1507
Yunnan Province,China,1508
North Carolina,United States of America (the),1509
California,United States of America (the),1510
Arizona,United States of America (the),1511
California,United States of America (the),1512
Sao Paulo,Brazil,1513
California,United States of America (the),1514
Maryland,United States of America (the),1515
Nebraska,United States of America (the),1516
Illinois,United States of America (the),1517
Illinois,United States of America (the),1518
BOGOTA,Colombia,1519
Minas Gerais,Brazil,1520
Lima,Peru,1521
Puebla,Mexico,1522
Ciudad de Mexico,Mexico,1523
New York,United States of America (the),1524
Oaxaca,Mexico,1525
Massachusetts,United States of America (the),1526
San Martin,Peru,1527
Puebla,Mexico,1528
California,United States of America (the),1529
New Mexico,United States of America (the),1530
Virginia,United States of America (the),1531
Hawaii,United States of America (the),1532
Minas Gerais,Brazil,1533
California,United States of America (the),1534
New Jersey,United States of America (the),1535
Caldas,Colombia,1536
JAEN,Peru,1537
California,United States of America (the),1538
Indiana,United States of America (the),1539
Colorado,United States of America (the),1540
São Paulo,Brazil,1541
Cajamarca,Peru,1542
Maryland,United States of America (the),1543
Connecticut,United States of America (the),1544
California,United States of America (the),1545
Wisconsin,United States of America (the),1546
Louisiana,United States of America (the),1547
Missouri,United States of America (the),1548
Iowa,United States of America (the),1549
Montana,United States of America (the),1550
Oklahoma,United States of America (the),1551
Colorado,United States of America (the),1552
Hawaii,United States of America (the),1553
Missouri,United States of America (the),1554
New York,United States of America (the),1555
St.Andrew,Jamaica,1556
California,United States of America (the),1557
New Jersey,United States of America (the),1558
Alabama,United States of America (the),1559
Alabama,United States of America (the),1560
California,United States of America (the),1561
Shan State,Myanmar,1562
Arkansas,United States of America (the),1563
New Jersey,United States of America (the),1564
Michigan,United States of America (the),1565
North Carolina,United States of America (the),1566
North Carolina,United States of America (the),1567
Connecticut,United States of America (the),1568
Kentucky,United States of America (the),1569
San Pedro de Sula,Honduras,1570
San Pedro Sula,Honduras,1571
Matagalpa,Nicaragua,1572
Chiang Mai,Thailand,1573
California,United States of America (the),1574
Minas Gerais,Brazil,1575
Chiangmai,Thailand,1576
Santa Bárbara,Honduras,1577
California,United States of America (the),1578
SANTANDER,Colombia,1579
Paraiba,Brazil,1580
Putla Oaxaca,Mexico,1581
Chian Rai Province,Thailand,1582
Wisconsin,United States of America (the),1583
New Jersey,United States of America (the),1584
California,United States of America (the),1585
CESAR,Colombia,1586
Maine,United States of America (the),1587
Caldas,Colombia,1588
Jaen,Peru,1589
Illinois,United States of America (the),1590
Shaanxi Province,China,1591
Pennsylvania,United States of America (the),1592
Connecticut,United States of America (the),1593
Bahia,Brazil,1594
Massachusetts,United States of America (the),1595
Virginia,United States of America (the),1596
Shenyang,China,1597
MAGDALENA,Colombia,1598
Oaxaca,Mexico,1599
California,United States of America (the),1600
California,United States of America (the),1601
Matagalpa,Nicaragua,1602
Jalisco,Mexico,1603
Minas Gerais,Brazil,1604
Florida,United States of America (the),1605
Vatovavy Fitovinany,Madagascar,1606
Hawaii,United States of America (the),1607
Vermont,United States of America (the),1608
Ohio,United States of America (the),1609
Wyoming,United States of America (the),1610
Vermont,United States of America (the),1611
Minnesota,United States of America (the),1612
La Paz,Bolivia (Plurinational State of),1613
La Paz,Bolivia (Plurinational State of),1614
La Paz,Bolivia (Plurinational State of),1615
Peten,Guatemala,1616
SAN LUIS POTOSI,Mexico,1617
Oaxaca,Guatemala,1618
CHIAPAS,Mexico,1619
San Luis Potosí,Mexico,1620
Nord Kivu,Congo (the Democratic Republic of the),1621
ATLANTICO,Colombia,1622
New Mexico,United States of America (the),1623
Colorado,United States of America (the),1624
Chiang Mai,Thailand,1625
Parana,Brazil,1626
SNNPR,Ethiopia,1627
California,United States of America (the),1628
Vermont,United States of America (the),1629
Minnesota,United States of America (the),1630
Vermont,United States of America (the),1631
Michigan,United States of America (the),1632
La Vega,Dominican Republic (the),1633
Maine,United States of America (the),1634
New York,United States of America (the),1635
New Hampshire,United States of America (the),1636
California,United States of America (the),1637
Ohio,United States of America (the),1638
Pennsylvania,United States of America (the),1639
California,United States of America (the),1640
North Carolina,United States of America (the),1641
Oregon,United States of America (the),1642
West Virginia,United States of America (the),1643
Ohio,United States of America (the),1644
Vermont,United States of America (the),1645
California,United States of America (the),1646
California,United States of America (the),1647
California,United States of America (the),1648
Oregon,United States of America (the),1649
California,United States of America (the),1650
Wisconsin,United States of America (the),1651
Guatemala,Guatemala,1652
New York,United States of America (the),1653
Pennsylvania,United States of America (the),1654
Noord-Brabant,Netherlands (the),1655
North Carolina,United States of America (the),1656
California,United States of America (the),1657
Minnesota,United States of America (the),1658
California,United States of America (the),1659
California,United States of America (the),1660
California,United States of America (the),1661
New Jersey,United States of America (the),1662
California,United States of America (the),1663
Esteli,Nicaragua,1664
Oregon,United States of America (the),1665
North Dakota,United States of America (the),1666
Florida,United States of America (the),1667
Ohio,United States of America (the),1668
Illinois,United States of America (the),1669
California,United States of America (the),1670
Florida,United States of America (the),1671
California,United States of America (the),1672
New Mexico,United States of America (the),1673
California,United States of America (the),1674
Iowa,United States of America (the),1675
Illinois,United States of America (the),1676
California,United States of America (the),1677
New Jersey,United States of America (the),1678
New York,United States of America (the),1679
Texas,United States of America (the),1680
Maryland,United States of America (the),1681
Illinois,United States of America (the),1682
Chiangmai,Thailand,1683
California,United States of America (the),1684
California,United States of America (the),1685
Pennsylvania,United States of America (the),1686
Pennsylvania,United States of America (the),1687
New Jersey,United States of America (the),1688
Ohio,United States of America (the),1689
Shan State,Myanmar,1690
California,United States of America (the),1691
Illinois,United States of America (the),1692
New York,United States of America (the),1693
Washington,United States of America (the),1694
New Jersey,United States of America (the),1695
Tennessee,United States of America (the),1696
New York,United States of America (the),1697
California,United States of America (the),1698
Wisconsin,United States of America (the),1699
California,United States of America (the),1700
New York,United States of America (the),1701
New York,United States of America (the),1702
Chiapas,Mexico,1703
Hawaii,United States of America (the),1704
Oklahoma,United States of America (the),1705
Rio Grande do Sul,Brazil,1706
Texas,United States of America (the),1707
--,Thailand,1708
California,United States of America (the),1709
Virginia,United States of America (the),1710
Florida,United States of America (the),1711
Quindio,Colombia,1712
CESAR,Colombia,1713
Cesar,Colombia,1714
Wisconsin,United States of America (the),1715
JUNIN,Peru,1716
Vaud,Switzerland,1717
Minnesota,United States of America (the),1718
Aceh,Indonesia,1719
Chiang Mai,Thailand,1720
New Jersey,United States of America (the),1721
Minnesota,United States of America (the),1722
Matagalpa,Nicaragua,1723
Lima,Peru,1724
Michigan,United States of America (the),1725
California,United States of America (the),1726
Chiapas,Mexico,1727
Oaxaca,Mexico,1728
Matagalpa,Nicaragua,1729
Matagalpa,Nicaragua,1730
Matagalpa,Nicaragua,1731
CHIAPAS,Mexico,1732
CHIAPAS,Mexico,1733
San Juan de Rio Coco,Nicaragua,1734
Esteli,Nicaragua,1735
Jinotega,Nicaragua,1736
Jinotega,Nicaragua,1737
Madriz,Nicaragua,1738
JInotega,Nicaragua,1739
Matagalpa,Nicaragua,1740
Boaco,Nicaragua,1741
Boaco,Nicaragua,1742
Estelí,Nicaragua,1743
Estelí,Nicaragua,1744
Madriz,Nicaragua,1745
Guayas,Ecuador,1746
Sinuapa,Honduras,1747
La Paz,Bolivia (Plurinational State of),1748
La Paz,Bolivia (Plurinational State of),1749
La Paz,Bolivia (Plurinational State of),1750
Oaxaca,Mexico,1751
Chiapas,Mexico,1752
CHIAPAS,Mexico,1753
--,Mexico,1754
CHIAPAS,Mexico,1755
Connecticut,United States of America (the),1756
Minnesota,United States of America (the),1757
OAXACA,Mexico,1758
California,United States of America (the),1759
Sao Paulo,Brazil,1760
Indiana,United States of America (the),1761
Pennsylvania,United States of America (the),1762
CAJAMARCA,Peru,1763
California,United States of America (the),1764
New Jersey,United States of America (the),1765
Jalisco,Mexico,1766
Esteli,Nicaragua,1767
Oregon,United States of America (the),1768
Sao Paulo,Brazil,1769
Sao Paulo,Brazil,1770
Tennessee,United States of America (the),1771
VERACRUZ,Mexico,1772
Michigan,United States of America (the),1773
BOGOTA,Colombia,1774
New York,United States of America (the),1775
California,United States of America (the),1776
Vermont,United States of America (the),1777
Guatemala,Guatemala,1778
Texas,United States of America (the),1779
Ohio,United States of America (the),1780
Geneva,Switzerland,1781
New York,United States of America (the),1782
Michigan,United States of America (the),1783
North Carolina,United States of America (the),1784
Chiang Rai,Thailand,1785
New Jersey,United States of America (the),1786
New Jersey,United States of America (the),1787
California,United States of America (the),1788
Oregon,United States of America (the),1789
Wisconsin,United States of America (the),1790
Arkansas,United States of America (the),1791
Texas,United States of America (the),1792
New York,United States of America (the),1793
New Hampshire,United States of America (the),1794
Arizona,United States of America (the),1795
New Hampshire,United States of America (the),1796
Texas,United States of America (the),1797
Illinois,United States of America (the),1798
Kentucky,United States of America (the),1799
Rhode Island,United States of America (the),1800
Connecticut,United States of America (the),1801
California,United States of America (the),1802
New Hampshire,United States of America (the),1803
New Jersey,United States of America (the),1804
Jiangxi Province,China,1805
CHIAPAS,Mexico,1806
Montana,United States of America (the),1807
OAXACA,Mexico,1808
Taiwan (R.O.C.),Taiwan (Province of China),1809
Massachusetts,United States of America (the),1810
Oregon,United States of America (the),1811
--,Guatemala,1812
Kansas,United States of America (the),1813
